"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"411","Montipora_capitata_HIv3___Scaffold_10_659884","Montipora_capitata_HIv3___RNAseq.g12995.t1",0.78127837888433,0.0220552557421297,0.137976656858509,174,-21.13,"2 20","401 425",19,"84.21%","89.47%"
"412","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g43352.t1",-0.751954397219363,0.0314077785291319,0.161242822142338,205,-49.06,"2 22","234 256",20,"100.00%","100.00%"
"413","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g29064.t1",0.772461770540427,0.0246539717426112,0.144862071126239,141,-21.98,"2 14","568 590",12,"75.00%","75.00%"
"414","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___TS.g26905.t1",0.89254859892498,0.00285695541964627,0.0637134994633013,164,-24.37,"2 22","217 241",21,"66.67%","85.71%"
"415","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g41442.t1",0.956384040394749,0.000200705936069551,0.0331480585155609,162,-20.66,"2 20","494 518",19,"73.68%","84.21%"
"416","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___TS.g9467.t1a",0.733013896267391,0.0385596987898904,0.177265641474261,167,-23.26,"2 20","443 466",18,"77.78%","83.33%"
"417","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g12829.t1",0.802990273900145,0.0164029896502981,0.121503360109168,154,-21.74,"2 21","866 886",19,"63.16%","84.21%"
"418","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g12829.t1",0.805518049837176,0.0158118040597079,0.119665596437228,154,-25.75,"2 21","866 886",19,"63.16%","84.21%"
"419","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g10419.t1",-0.856515203168176,0.00661318899890694,0.0851391366928372,161,-20.13,"2 22","294 316",20,"65.00%","80.00%"
"420","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g16195.t1",0.908727551973633,0.00177314984084379,0.0551670114814097,172,-23.33,"2 21","22 45",19,"78.95%","84.21%"
"421","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g44613.t1",-0.839307673439543,0.0091634757199867,0.0960876784105513,157,-21.06,"2 14","648 667",12,"91.67%","91.67%"
"422","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g46334.t1",0.765733595181836,0.0267590778577448,0.150098900509886,151,-21.23,"2 22","666 688",20,"65.00%","75.00%"
"423","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g11771.t1",0.978959115559318,2.29220353204633e-05,0.0249877414387467,168,-22.82,"2 23","394 421",25,"72.00%","80.00%"
"424","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___TS.g21267.t1",0.832878715160455,0.0102553220882847,0.100358861732215,163,-20.11,"2 20","9 32",18,"72.22%","83.33%"
"425","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g45777.t1",0.882030272971184,0.00374983956940792,0.0697409576930852,143,-20.21,"2 13","778 796",12,"83.33%","83.33%"
"426","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g4881.t1",0.755488320639198,0.0301717272200359,0.158347389282332,150,-25.52,"2 11","561 583",9,"100.00%","100.00%"
"427","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g19155.t1",0.728199993727968,0.0405215807846169,0.181370753682255,165,-24.75,"2 23","97 122",23,"65.22%","82.61%"
"428","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g12148.t1",-0.790110646046176,0.0196298342144671,0.131287145118896,167,-25.73,"2 20","605 626",18,"77.78%","83.33%"
"429","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g44287.t1",0.7114110084392,0.0478321686931673,0.195947722529341,158,-20.33,"2 23","619 643",21,"61.90%","76.19%"
"430","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g10719.t1",0.778427761365372,0.022875866018458,0.140183134173618,159,-22.08,"2 22","614 636",20,"70.00%","80.00%"
"431","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g10719.t1",0.911570985152013,0.00161609488325981,0.0537198451482538,141,-20.68,"2 12","912 934",10,"90.00%","90.00%"
"432","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___TS.g18017.t1",0.7544643889397,0.0305267294522886,0.159207629611976,160,-20.49,"2 13","636 659",11,"100.00%","100.00%"
"433","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g35713.t1",-0.775444726668938,0.0237546145533327,0.142570948583414,159,-22.71,"2 23","647 671",23,"69.57%","78.26%"
"434","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g37467.t1",-0.715157064543763,0.0461372836408537,0.192596640265787,157,-21.64,"2 22","295 318",20,"65.00%","75.00%"
"435","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g28899.t1",0.883310755139906,0.00363268990808209,0.0690221765934823,143,-21.12,"2 22","714 740",24,"62.50%","66.67%"
"436","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g30198.t1",0.770628021044063,0.0252171534040255,0.146283358644833,155,-20.29,"2 12","731 754",10,"100.00%","100.00%"
"437","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g40354.t1",-0.75740578310768,0.0295137875190504,0.156804486083295,149,-22.93,"2 14","231 249",12,"75.00%","91.67%"
"438","Montipora_capitata_HIv3___Scaffold_9_581562","Montipora_capitata_HIv3___RNAseq.g40354.t1",-0.76368979247507,0.0274197557561224,0.151720183081356,149,-22.93,"2 14","231 249",12,"75.00%","91.67%"
"439","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g44836.t1",0.961082246021323,0.000143093507705906,0.031272798231841,161,-20.46,"2 18","406 428",16,"81.25%","81.25%"
"440","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g44151.t1",-0.910720450044342,0.00166208246304034,0.0541563359839131,158,-24.1,"2 21","507 528",19,"73.68%","78.95%"
"441","Montipora_capitata_HIv3___Scaffold_1_4143","Montipora_capitata_HIv3___RNAseq.g31766.t1",0.811391038347737,0.0144903888090637,0.115382722408266,176,-20.85,"2 22","572 595",21,"80.95%","85.71%"
"442","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g23308.t1",-0.828128290531751,0.0111127831937465,0.103663533455552,161,-24.23,"2 23","76 96",21,"71.43%","85.71%"
"443","Montipora_capitata_HIv3___Scaffold_10_659884","Montipora_capitata_HIv3___RNAseq.g45039.t1",0.719578597568239,0.044184081274985,0.188759542853455,169,-20.85,"2 23","233 257",22,"72.73%","81.82%"
"444","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g24243.t1",-0.720399379916575,0.0438271119072667,0.188040365616498,152,-21.14,"2 23","174 196",21,"66.67%","71.43%"
"445","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g6432.t1",-0.785187583619185,0.0209600429832889,0.134968240012638,169,-20.13,"2 24","630 653",22,"72.73%","81.82%"
"446","Montipora_capitata_HIv3___Scaffold_4_229985","Montipora_capitata_HIv3___RNAseq.g14007.t1",0.895937651589605,0.00260192192227464,0.0619668515862432,172,-20.2,"2 22","816 845",26,"73.08%","76.92%"
"447","Montipora_capitata_HIv3___Scaffold_10_659884","Montipora_capitata_HIv3___TS.g35573.t1",0.734018685742785,0.038157654643587,0.176392559202929,154,-22.17,"2 23","931 951",21,"66.67%","76.19%"
"448","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g40143.t1a",-0.86831979324327,0.00515933167583864,0.0776710738812237,140,-20.94,"2 9","392 410",7,"100.00%","100.00%"
"449","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___TS.g2509.t1",0.798485768630909,0.0174904385359488,0.124927944448577,160,-21.79,"2 22","397 420",21,"71.43%","76.19%"
"450","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g26420.t1",-0.744959457150564,0.0339448478295376,0.167059324764936,180,-34.41,"2 17","300 317",15,"100.00%","100.00%"
"451","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g18216.t1",0.77330614405167,0.0243972915421119,0.144208282310608,154,-20.88,"2 21","195 215",19,"68.42%","78.95%"
"452","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g18216.t1",0.776308598075185,0.0234980182420634,0.141872362218251,154,-24.89,"2 21","195 215",19,"68.42%","78.95%"
"453","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g14956.t1",0.725279481218003,0.041740763208628,0.183872628455635,168,-21.72,"2 23","170 192",21,"76.19%","80.95%"
"454","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g47572.t1",-0.87980404353412,0.00395925969007456,0.071045836557904,145,-20.99,"2 10","947 969",8,"100.00%","100.00%"
"455","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g35042.t1",0.822521989954888,0.0121814499001824,0.107524298047546,150,-20.7,"2 23","628 649",21,"66.67%","76.19%"
"456","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___TS.g8763.t1",0.754533030821783,0.0305028511129329,0.159153407667743,143,-22.97,"2 13","778 802",12,"83.33%","83.33%"
"457","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g48852.t1a",-0.764920911426744,0.0270205941959248,0.15070895697344,152,-23.43,"2 22","621 645",22,"63.64%","72.73%"
"458","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g14922.t1b",0.872898238845848,0.0046563798372956,0.0749673471964903,158,-20.01,"2 22","607 629",21,"66.67%","85.71%"
"459","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g49657.t1",0.731331078449203,0.0392387954610914,0.17871457243286,156,-22.16,"2 19","223 248",19,"73.68%","84.21%"
"460","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g3126.t1",0.799981525201543,0.0171244897446559,0.123763165236253,168,-22.11,"2 21","880 901",19,"78.95%","78.95%"
"461","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g1019.t1",0.97335620008232,4.63456909377629e-05,0.0268416140267532,170,-23.1,"2 20","376 400",19,"73.68%","94.74%"
"462","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g16978.t1",0.779907670759057,0.0224475186042516,0.139033469033841,157,-23.47,"2 19","350 373",18,"72.22%","83.33%"
"463","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g6289.t1b",0.795100165622736,0.0183367232198409,0.127459717723123,153,-22.6,"2 22","257 282",24,"70.83%","75.00%"
"464","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g25287.t1",-0.827444684109417,0.0112397801001135,0.104143994950257,169,-23.97,"2 23","600 624",22,"72.73%","81.82%"
"465","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g574.t1",0.791692476728475,0.019213916508296,0.130049791733648,153,-23.4,"2 20","816 842",22,"68.18%","77.27%"
"466","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g29736.t1",0.739270122948544,0.0360980097723844,0.171886652433422,164,-21.07,"2 23","389 418",27,"70.37%","74.07%"
"467","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g28778.t1",0.890260836082025,0.00303792915682282,0.0649585770792341,153,-24.48,"2 20","305 326",18,"72.22%","77.78%"
"468","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g43237.t1",-0.891497181973421,0.00293923556951973,0.0643041007192633,168,-21.4,"2 22","104 128",21,"71.43%","85.71%"
"469","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g40411.t1",0.884238543187099,0.00354930039866747,0.0684846964331791,150,-21.08,"2 22","722 743",20,"60.00%","80.00%"
"470","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g34172.t1",0.795869013918004,0.0181423405010306,0.126841084023514,160,-22.09,"2 22","771 796",22,"63.64%","81.82%"
"471","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g26688.t1a",-0.883399071236113,0.0036246982224509,0.0689630891453703,153,-21.26,"2 18","537 559",16,"68.75%","81.25%"
"472","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g40708.t2",0.943144821768505,0.000440093179386022,0.0384902165959275,162,-20.66,"2 24","264 290",24,"70.83%","70.83%"
"473","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g46983.t1",-0.855162359765118,0.00679475243672928,0.0859770692034813,144,-23.25,"2 18","878 898",18,"55.56%","83.33%"
"474","Montipora_capitata_HIv3___Scaffold_9_581562","Montipora_capitata_HIv3___RNAseq.g46983.t1",-0.758628631907704,0.0290988433383069,0.155783463960178,144,-23.25,"2 18","878 898",18,"55.56%","83.33%"
"475","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g30085.t1",-0.776529210414201,0.0234327665133023,0.141699031018174,152,-24.21,"2 23","301 323",21,"61.90%","76.19%"
"476","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g27705.t1",0.886775674911487,0.00332759758762999,0.0670543905369791,157,-22.66,"2 23","466 490",22,"59.09%","81.82%"
"477","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g16610.t1",-0.790033832526328,0.0196501727558059,0.131335077171286,159,-21.76,"2 23","12 38",24,"66.67%","83.33%"
"478","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___TS.g2234.t1",-0.829178704109048,0.0109194191178433,0.102918195262164,148,-20.85,"2 13","1 14",11,"81.82%","90.91%"
"479","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g736.t2",-0.826523792982283,0.0114123047461254,0.104788729966182,151,-21.13,"2 22","42 69",24,"62.50%","75.00%"
"480","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g48712.t1",-0.799985831510561,0.0171234431597428,0.123761177006701,147,-22.07,"2 21","375 397",20,"65.00%","70.00%"
"481","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g10633.t1",0.72418957391678,0.0422013792388953,0.184762318219366,155,-20.25,"2 23","786 811",24,"62.50%","79.17%"
"482","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g19371.t1b",-0.770612304423582,0.0252220143604695,0.146294903164973,150,-20.78,"2 21","183 206",21,"57.14%","85.71%"
"483","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___TS.g2461.t1",0.859678342415257,0.00620085098020425,0.0832315661000789,151,-21.19,"2 22","684 713",27,"62.96%","70.37%"
"484","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g29565.t1",0.835725893324157,0.00976215102187041,0.098453476315809,147,-24.55,"2 12","1 23",10,"90.00%","90.00%"
"485","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g25761.t1",0.884989857849347,0.00348268510507798,0.0680669127351892,150,-29.78,"2 23","183 208",24,"62.50%","79.17%"
"486","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g44980.t1",0.920129986146232,0.00119868757835954,0.0493097653989241,161,-22.62,"2 22","754 774",20,"80.00%","80.00%"
"487","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g49753.t1",-0.828007004739928,0.0111352484277797,0.103739772290639,162,-20.25,"2 21","307 328",19,"73.68%","84.21%"
"488","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g8738.t1",0.930735368342433,0.000788199350678936,0.0442589876925051,152,-26.82,"2 22","166 185",20,"75.00%","75.00%"
"489","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g656.t1",0.790742489888097,0.0194630339683298,0.130777438241002,155,-23.98,"2 21","378 397",20,"75.00%","80.00%"
"490","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___TS.g43591.t2",0.717285906813412,0.0451904990240451,0.190742174134274,176,-24.86,"2 23","974 996",21,"80.95%","85.71%"
"491","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g43193.t1",-0.793977017218622,0.0186230125376107,0.128327374409508,157,-24.4,"2 23","280 305",23,"65.22%","73.91%"
"492","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g7952.t1a",0.786864130506024,0.0205009335251935,0.133724835210972,172,-21.74,"2 23","7 33",24,"75.00%","83.33%"
"493","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___TS.g9035.t2",0.982518826521769,1.31807550486811e-05,0.0228443633311157,161,-21.35,"2 23","199 225",24,"66.67%","75.00%"
"494","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g9035.t2",0.735172175089678,0.0376992718266412,0.175390757479097,157,-20.29,"2 18","663 685",16,"62.50%","93.75%"
"495","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g11132.t1",0.820237260940515,0.0126348718749282,0.109104998273248,158,-20.59,"2 19","459 481",17,"76.47%","76.47%"
"496","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g38910.t1",0.923483157994498,0.00105669267185666,0.0476585307800167,145,-25.25,"2 23","235 255",21,"66.67%","71.43%"
"497","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g22007.t1",0.714106712618757,0.0466087915263473,0.193531262879619,157,-22.36,"2 20","132 153",18,"72.22%","83.33%"
"498","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g1216.t1",0.960270909427587,0.000152136893293245,0.0315909040332056,174,-25.35,"2 23","750 773",21,"71.43%","85.71%"
"499","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___TS.g15437.t1",0.935959168898995,0.000625481437030871,0.0418296121407001,149,-20.04,"2 23","808 835",25,"56.00%","72.00%"
"500","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37132.t1",-0.858652476612204,0.00633272155712963,0.0838759780180969,150,-20.62,"2 16","359 378",15,"73.33%","86.67%"
"501","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g23028.t2",0.830679826993461,0.0106468057842632,0.101813888187546,173,-21.12,"2 23","613 638",23,"73.91%","82.61%"
"502","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g26429.t1",0.88392231857981,0.00357758236050259,0.0686671838099931,171,-26.19,"2 22","854 875",20,"80.00%","85.00%"
"503","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g5126.t1",-0.944139251127052,0.000417719967785147,0.0382232850647647,157,-20.99,"2 18","773 794",16,"75.00%","81.25%"
"504","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g46188.t1",-0.880887349856399,0.00385643750730114,0.0704123397316126,162,-23.16,"2 21","625 650",23,"73.91%","78.26%"
"505","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g41341.t1",0.72805652680812,0.0405809598185607,0.181483996809246,155,-22.7,"2 22","479 505",23,"65.22%","78.26%"
"506","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.9488_t",0.772428854356361,0.0246640116109042,0.144888623727481,155,-24.94,"2 18","254 274",16,"75.00%","87.50%"
"507","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g7232.t1",0.849467763726916,0.0075938564474599,0.0895300120868287,161,-22.85,"2 22","410 433",20,"70.00%","75.00%"
"508","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g10652.t1",0.751090472193178,0.0317145982706683,0.161941845673528,162,-25.11,"2 19","401 423",17,"76.47%","82.35%"
"509","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g37109.t1",-0.793809374291954,0.0186659824376575,0.128448120540373,152,-20.89,"2 18","809 833",17,"70.59%","82.35%"
